Accession	k-means-cluster_(k=8)
UNT_001_reseq	5
UNT_002_reseq	7
UNT_003_reseq	8
UNT_004_reseq	7
UNT_005_reseq	2
UNT_006_reseq	2
UNT_007_reseq	2
UNT_008_reseq	2
UNT_009_reseq	2
UNT_010_reseq	1
UNT_011_reseq	2
UNT_012_reseq	8
UNT_013_reseq	2
UNT_014_reseq	2
UNT_015_reseq	2
UNT_016_reseq	2
UNT_017_reseq	2
UNT_018_reseq	7
UNT_019_new	6
UNT_020_new	5
UNT_021_new	3
UNT_022_reseq	5
UNT_023_reseq	5
UNT_024_reseq	8
UNT_025_new	6
UNT_026_reseq	8
UNT_027_new	8
UNT_028_reseq	8
UNT_029_reseq	8
UNT_030_reseq	4
UNT_031_reseq	3
UNT_032_reseq	8
UNT_033_reseq	3
UNT_034_reseq	2
UNT_035_reseq	8
UNT_037_reseq	8
UNT_038_new	8
UNT_039_reseq	4
UNT_040_reseq	5
UNT_042_reseq	8
UNT_043_reseq	8
UNT_044_reseq	8
UNT_045_reseq	8
UNT_046_reseq	8
UNT_047_reseq	8
UNT_050_reseq	5
UNT_052_reseq	8
UNT_053_reseq	8
UNT_054_reseq	2
UNT_055_reseq	8
UNT_056_reseq	8
UNT_057	4
UNT_058_reseq	6
UNT_059_reseq	8
CAMPUB_007	8
CAMPUB_008	8
CAMPUB_025	8
CAMPUB_028	7
CAMPUB_029	8
CAMPUB_030	8
CAMPUB_031	1
CAMPUB_033	7
CAMPUB_035	4
CAMPUB_036	8
CAMPUB_038	8
CAMPUB_039	8
CAMPUB_040	8
CAMPUB_041	8
CAMPUB_045	6
CAMPUB_049	8
CAMPUB_052	8
CAMPUB_055	4
CAMPUB_056	8
CAMPUB_057	6
CAMPUB_058	8
CAMPUB_061	8
CAMPUB_063	8
CAMPUB_066	3
CAMPUB_067	8
CAMPUB_068	8
CAMPUB_070	8
CAMPUB_072	3
CAMPUB_073	7
CAMPUB_074	8
CAMPUB_077	1
CAMPUB_078	1
CAMPUB_079	3
CAMPUB_080	8
CAMPUB_081	8
CAMPUB_083	7
CAMPUB_084	8
CAMPUB_085	5
CAMPUB_086	7
CAMPUB_087	7
CAMPUB_088	7
CAMPUB_089	7
CAMPUB_090	7
CAMPUB_091	5
CAMPUB_092	3
CAMPUB_095	7
CAMPUB_096	8
CAMPUB_098	3
CAMPUB_099	3
CAMPUB_101	8
CAMPUB_104	7
CAMPUB_108	7
CAMPUB_110	8
CAMPUB_111	8
CAMPUB_112	7
CAMPUB_114	3
CAMPUB_116	5
CAMPUB_119	7
CAMPUB_120	8
CAMPUB_123	8
CAMPUB_124	8
CAMPUB_131	8
CAMPUB_134	2
CAMPUB_135	6
CAMPUB_136	8
CAMPUB_137	8
CAMPUB_138	5
CAMPUB_145	5
CAMPUB_146	8
CAMPUB_147	5
CAMPUB_148	6
CAMPUB_149	4
CAMPUB_150	8
CAMPUB_151	7
CAMPUB_152	4
CAMPUB_153	3
CAMPUB_154	8
CAMPUB_155	3
CAMPUB_156	8
CAMPUB_157	6
CAMPUB_158	8
CAMPUB_159	8
CAMPUB_160	8
CAMPUB_161	5
CAMPUB_162	8
CAMPUB_164	6
CAMPUB_165	2
CAMPUB_167	8
CAMPUB_168	6
CAMPUB_169	6
CAMPUB_170	7
CAMPUB_171	8
CAMPUB_172	1
CAMPUB_173	4
CAMPUB_174	5
CAMPUB_175	8
CAMPUB_180	5
CAMPUB_182	1
CAMPUB_187	6
CAMPUB_192	8
CAMPUB_193	5
CAMPUB_194	5
CAMPUB_195	8
CAMPUB_196	6
CAMPUB_197	8
CAMPUB_198	8
CAMPUB_199	7
CAMPUB_200	7
CAMPUB_201	8
CAMPUB_203	3
CAMPUB_204	4
CAMPUB_205	8
CAMPUB_206	8
CAMPUB_207	8
CAMPUB_209	3
CAMPUB_210	5
CAMPUB_211	8
CAMPUB_212	8
CAMPUB_214	7
CAMPUB_216	4
CAMPUB_218	8
CAMPUB_219	8
CAMPUB_220	8
CAMPUB_221	1
CAMPUB_223	6
CAMPUB_225	8
CAMPUB_226	6
CAMPUB_228	7
CAMPUB_229	8
CAMPUB_230	7
CAMPUB_231	7
CAMPUB_232	7
CAMPUB_233	6
CAMPUB_234	7
CAMPUB_235	7
CAMPUB_236	8
CAMPUB_237	3
CAMPUB_239	7
CAMPUB_240	8
CAMPUB_241	7
CAMPUB_242	6
CAMPUB_243	5
CAMPUB_244	8
CAMPUB_246	8
CAMPUB_247	7
CAMPUB_248	8
CAMPUB_250	7
CAMPUB_251	8
CAMPUB_252	8
CAMPUB_253	8
CAMPUB_255	3
CAMPUB_256	8
CAMPUB_257	4
CAMPUB_258	8
CAMPUB_259	8
CAMPUB_260	6
CAMPUB_261	8
CAMPUB_262	8
CAMPUB_264	6
CAMPUB_266	6
CAMPUB_268	6
CAMPUB_269	8
CAMPUB_270	6
CAMPUB_271	8
CAMPUB_272	8
CAMPUB_273	6
CAMPUB_276	1
CAMPUB_277	6
CAMPUB_278	4
