Accession	k-means-cluster_(k=6)
CAMPUB_007	5
CAMPUB_008	6
CAMPUB_025	5
CAMPUB_028	6
CAMPUB_029	6
CAMPUB_030	6
CAMPUB_031	6
CAMPUB_033	6
CAMPUB_035	6
CAMPUB_036	6
CAMPUB_038	4
CAMPUB_039	4
CAMPUB_040	6
CAMPUB_041	6
CAMPUB_045	6
CAMPUB_049	4
CAMPUB_052	4
CAMPUB_055	6
CAMPUB_056	5
CAMPUB_057	6
CAMPUB_058	2
CAMPUB_061	6
CAMPUB_063	1
CAMPUB_066	6
CAMPUB_067	1
CAMPUB_068	1
CAMPUB_070	1
CAMPUB_072	6
CAMPUB_073	6
CAMPUB_074	6
CAMPUB_077	6
CAMPUB_078	4
CAMPUB_079	5
CAMPUB_080	2
CAMPUB_081	1
CAMPUB_083	6
CAMPUB_084	6
CAMPUB_085	4
CAMPUB_086	6
CAMPUB_087	5
CAMPUB_088	6
CAMPUB_089	2
CAMPUB_090	5
CAMPUB_091	4
CAMPUB_092	6
CAMPUB_095	1
CAMPUB_096	1
CAMPUB_098	6
CAMPUB_099	1
CAMPUB_101	6
CAMPUB_104	6
CAMPUB_108	6
CAMPUB_110	6
CAMPUB_111	5
CAMPUB_112	2
CAMPUB_114	6
CAMPUB_116	4
CAMPUB_119	6
CAMPUB_120	6
CAMPUB_123	6
CAMPUB_124	6
CAMPUB_131	1
CAMPUB_134	3
CAMPUB_135	6
CAMPUB_136	6
CAMPUB_137	6
CAMPUB_138	4
CAMPUB_145	4
CAMPUB_146	2
CAMPUB_147	4
CAMPUB_148	6
CAMPUB_149	4
CAMPUB_150	6
CAMPUB_151	2
CAMPUB_152	6
CAMPUB_153	6
CAMPUB_154	6
CAMPUB_155	2
CAMPUB_156	6
CAMPUB_157	6
CAMPUB_158	6
CAMPUB_159	2
CAMPUB_160	6
CAMPUB_161	4
CAMPUB_162	2
CAMPUB_164	1
CAMPUB_165	3
CAMPUB_167	1
CAMPUB_168	6
CAMPUB_169	6
CAMPUB_170	6
CAMPUB_171	6
CAMPUB_172	6
CAMPUB_173	6
CAMPUB_174	4
CAMPUB_175	6
CAMPUB_180	4
CAMPUB_182	6
CAMPUB_187	6
CAMPUB_192	2
CAMPUB_193	4
CAMPUB_194	4
CAMPUB_195	2
CAMPUB_196	1
CAMPUB_197	5
CAMPUB_198	1
CAMPUB_199	6
CAMPUB_200	6
CAMPUB_201	2
CAMPUB_203	6
CAMPUB_204	5
CAMPUB_205	1
CAMPUB_206	2
CAMPUB_207	6
CAMPUB_209	6
CAMPUB_210	4
CAMPUB_211	1
CAMPUB_212	6
CAMPUB_214	2
CAMPUB_216	6
CAMPUB_218	5
CAMPUB_219	6
CAMPUB_220	6
CAMPUB_221	6
CAMPUB_223	6
CAMPUB_225	6
CAMPUB_226	6
CAMPUB_228	6
CAMPUB_229	1
CAMPUB_230	2
CAMPUB_231	6
CAMPUB_232	1
CAMPUB_233	1
CAMPUB_234	6
CAMPUB_235	1
CAMPUB_236	1
CAMPUB_237	6
CAMPUB_239	6
CAMPUB_240	1
CAMPUB_241	6
CAMPUB_242	1
CAMPUB_243	4
CAMPUB_244	5
CAMPUB_246	2
CAMPUB_247	2
CAMPUB_248	1
CAMPUB_250	6
CAMPUB_251	6
CAMPUB_252	5
CAMPUB_253	1
CAMPUB_255	5
CAMPUB_256	1
CAMPUB_257	1
CAMPUB_258	2
CAMPUB_259	6
CAMPUB_260	6
CAMPUB_261	6
CAMPUB_262	6
CAMPUB_264	6
CAMPUB_266	6
CAMPUB_268	6
CAMPUB_269	6
CAMPUB_270	6
CAMPUB_271	6
CAMPUB_272	6
CAMPUB_273	6
CAMPUB_276	6
CAMPUB_277	6
CAMPUB_278	5
UNT_001_reseq	4
UNT_002_reseq	6
UNT_003_reseq	6
UNT_004_reseq	6
UNT_005_reseq	3
UNT_006_reseq	3
UNT_007_reseq	3
UNT_008_reseq	3
UNT_009_reseq	3
UNT_010_reseq	6
UNT_011_reseq	3
UNT_012_reseq	1
UNT_013_reseq	3
UNT_014_reseq	3
UNT_015_reseq	3
UNT_016_reseq	3
UNT_017_reseq	3
UNT_018_reseq	6
UNT_019_new	6
UNT_020_new	4
UNT_021_new	6
UNT_022_reseq	4
UNT_023_reseq	4
UNT_024_reseq	6
UNT_025_new	6
UNT_026_reseq	6
UNT_027_new	6
UNT_028_reseq	6
UNT_029_reseq	5
UNT_030_reseq	6
UNT_031_reseq	6
UNT_032_reseq	1
UNT_033_reseq	6
UNT_034_reseq	3
UNT_035_reseq	6
UNT_037_reseq	6
UNT_038_new	6
UNT_039_reseq	6
UNT_040_reseq	4
UNT_042_reseq	6
UNT_043_reseq	6
UNT_044_reseq	1
UNT_045_reseq	1
UNT_046_reseq	6
UNT_047_reseq	6
UNT_050_reseq	4
UNT_052_reseq	6
UNT_053_reseq	2
UNT_054_reseq	3
UNT_055_reseq	2
UNT_056_reseq	1
UNT_057	5
UNT_058_reseq	6
UNT_059_reseq	4
