Accession	k-means-cluster_(k=7)
UNT_001_reseq	2
UNT_002_reseq	6
UNT_003_reseq	3
UNT_004_reseq	6
UNT_005_reseq	3
UNT_006_reseq	3
UNT_007_reseq	3
UNT_008_reseq	3
UNT_009_reseq	3
UNT_010_reseq	4
UNT_011_reseq	3
UNT_012_reseq	6
UNT_013_reseq	4
UNT_014_reseq	4
UNT_015_reseq	3
UNT_016_reseq	3
UNT_017_reseq	3
UNT_018_reseq	6
UNT_019_new	4
UNT_020_new	2
UNT_021_new	3
UNT_022_reseq	2
UNT_023_reseq	2
UNT_024_reseq	3
UNT_025_new	6
UNT_026_reseq	3
UNT_027_new	3
UNT_028_reseq	3
UNT_029_reseq	3
UNT_030_reseq	5
UNT_031_reseq	3
UNT_032_reseq	6
UNT_033_reseq	3
UNT_034_reseq	3
UNT_035_reseq	3
UNT_037_reseq	3
UNT_038_new	6
UNT_039_reseq	5
UNT_040_reseq	2
UNT_042_reseq	3
UNT_043_reseq	3
UNT_044_reseq	3
UNT_045_reseq	6
UNT_046_reseq	3
UNT_047_reseq	3
UNT_050_reseq	2
UNT_052_reseq	3
UNT_053_reseq	3
UNT_054_reseq	3
UNT_055_reseq	3
UNT_056_reseq	6
UNT_057	5
UNT_058_reseq	1
UNT_059_reseq	7
CAMPUB_007	6
CAMPUB_008	3
CAMPUB_025	3
CAMPUB_028	6
CAMPUB_029	3
CAMPUB_030	3
CAMPUB_031	4
CAMPUB_033	6
CAMPUB_035	5
CAMPUB_036	3
CAMPUB_038	7
CAMPUB_039	7
CAMPUB_040	3
CAMPUB_041	3
CAMPUB_045	4
CAMPUB_049	7
CAMPUB_052	7
CAMPUB_055	5
CAMPUB_056	6
CAMPUB_057	6
CAMPUB_058	3
CAMPUB_061	6
CAMPUB_063	6
CAMPUB_066	3
CAMPUB_067	6
CAMPUB_068	6
CAMPUB_070	6
CAMPUB_072	3
CAMPUB_073	6
CAMPUB_074	3
CAMPUB_077	4
CAMPUB_078	2
CAMPUB_079	3
CAMPUB_080	3
CAMPUB_081	6
CAMPUB_083	6
CAMPUB_084	6
CAMPUB_085	2
CAMPUB_086	6
CAMPUB_087	6
CAMPUB_088	6
CAMPUB_089	6
CAMPUB_090	6
CAMPUB_091	2
CAMPUB_092	6
CAMPUB_095	6
CAMPUB_096	3
CAMPUB_098	3
CAMPUB_099	6
CAMPUB_101	6
CAMPUB_104	6
CAMPUB_108	6
CAMPUB_110	3
CAMPUB_111	6
CAMPUB_112	3
CAMPUB_114	6
CAMPUB_116	2
CAMPUB_119	6
CAMPUB_120	3
CAMPUB_123	3
CAMPUB_124	3
CAMPUB_131	6
CAMPUB_134	3
CAMPUB_135	1
CAMPUB_136	3
CAMPUB_137	6
CAMPUB_138	2
CAMPUB_145	2
CAMPUB_146	3
CAMPUB_147	2
CAMPUB_148	1
CAMPUB_149	5
CAMPUB_150	6
CAMPUB_151	3
CAMPUB_152	5
CAMPUB_153	3
CAMPUB_154	3
CAMPUB_155	3
CAMPUB_156	3
CAMPUB_157	1
CAMPUB_158	3
CAMPUB_159	3
CAMPUB_160	3
CAMPUB_161	2
CAMPUB_162	3
CAMPUB_164	6
CAMPUB_165	3
CAMPUB_167	6
CAMPUB_168	1
CAMPUB_169	3
CAMPUB_170	6
CAMPUB_171	3
CAMPUB_172	4
CAMPUB_173	5
CAMPUB_174	2
CAMPUB_175	6
CAMPUB_180	2
CAMPUB_182	4
CAMPUB_187	1
CAMPUB_192	3
CAMPUB_193	2
CAMPUB_194	2
CAMPUB_195	6
CAMPUB_196	6
CAMPUB_197	3
CAMPUB_198	6
CAMPUB_199	6
CAMPUB_200	6
CAMPUB_201	3
CAMPUB_203	5
CAMPUB_204	5
CAMPUB_205	6
CAMPUB_206	3
CAMPUB_207	3
CAMPUB_209	3
CAMPUB_210	2
CAMPUB_211	3
CAMPUB_212	3
CAMPUB_214	3
CAMPUB_216	5
CAMPUB_218	6
CAMPUB_219	3
CAMPUB_220	3
CAMPUB_221	4
CAMPUB_223	3
CAMPUB_225	3
CAMPUB_226	3
CAMPUB_228	6
CAMPUB_229	6
CAMPUB_230	6
CAMPUB_231	6
CAMPUB_232	6
CAMPUB_233	1
CAMPUB_234	6
CAMPUB_235	6
CAMPUB_236	6
CAMPUB_237	3
CAMPUB_239	6
CAMPUB_240	6
CAMPUB_241	6
CAMPUB_242	1
CAMPUB_243	2
CAMPUB_244	6
CAMPUB_246	3
CAMPUB_247	3
CAMPUB_248	6
CAMPUB_250	6
CAMPUB_251	6
CAMPUB_252	6
CAMPUB_253	6
CAMPUB_255	6
CAMPUB_256	6
CAMPUB_257	5
CAMPUB_258	3
CAMPUB_259	3
CAMPUB_260	1
CAMPUB_261	3
CAMPUB_262	3
CAMPUB_264	6
CAMPUB_266	3
CAMPUB_268	3
CAMPUB_269	6
CAMPUB_270	1
CAMPUB_271	6
CAMPUB_272	6
CAMPUB_273	1
CAMPUB_276	4
CAMPUB_277	4
CAMPUB_278	5
